PolicyNumber,LineOfBusiness,PolicyStatus,EffectiveDate,ExpirationDate,State,ClassCode,WrittenPremium,InsuredName,AgencyCode,UnderwriterID,RenewalCount
KM-POL-000742,WC,Expired,2021-10-19,2022-10-19,PA,9015,13409.41,Insured A-742,AG015,UW103,0
KM-POL-000743,CA,Expired,2021-05-27,2022-05-27,PA,7230,3520.4,Insured A-743,AG001,UW103,0
KM-POL-000744,CA,In Force,2021-05-03,2022-05-03,PA,7230,4545.82,Insured A-744,AG012,UW103,1
KM-POL-000745,WC,In Force,2021-12-06,2022-12-06,NY,9015,37618.67,Insured A-745,AG012,UW101,5
KM-POL-000746,GL,In Force,2022-09-22,2023-09-22,NY,58483,3429.64,Insured A-746,AG005,UW101,2
KM-POL-000747,WC,In Force,2022-08-15,2023-08-15,DE,5191,36019.76,Insured A-747,AG004,UW102,2
KM-POL-000748,CA,Cancelled,2023-06-19,2024-06-18,PA,7230,4051.26,Insured A-748,AG001,UW102,3
KM-POL-000749,GL,In Force,2021-09-12,2022-09-12,OH,97047,16777.64,Insured A-749,AG001,UW102,1
KM-POL-000750,CA,In Force,2023-08-18,2024-08-17,NY,7230,2113.1,Insured A-750,AG004,UW102,3
KM-POL-000751,WC,In Force,2022-09-15,2023-09-15,NJ,7380,15815.15,Insured A-751,AG004,UW104,1
KM-POL-000752,GL,Expired,2023-04-05,2024-04-04,NY,41677,3961.04,Insured A-752,AG004,UW102,3
KM-POL-000753,CA,In Force,2022-07-12,2023-07-12,PA,7220,2102.41,Insured A-753,AG012,UW103,1
KM-POL-000754,WC,In Force,2023-10-22,2024-10-21,NJ,7380,11787.88,Insured A-754,AG005,UW103,1
KM-POL-000755,WC,In Force,2023-10-09,2024-10-08,MD,7380,22194.0,Insured A-755,AG015,UW103,2
KM-POL-000756,CA,Expired,2023-06-16,2024-06-15,PA,7210,2960.27,Insured A-756,AG004,UW104,1
KM-POL-000757,CA,In Force,2021-06-14,2022-06-14,NJ,7219,1999.38,Insured A-757,AG005,UW102,2
KM-POL-000758,CA,Cancelled,2021-03-23,2022-03-23,OH,7230,4651.26,Insured A-758,AG003,UW103,1
KM-POL-000759,GL,Expired,2023-06-04,2024-06-03,NY,58483,6240.37,Insured A-759,AG001,UW103,0
KM-POL-000760,CA,In Force,2022-10-23,2023-10-23,PA,7220,6829.4,Insured A-760,AG001,UW103,1
KM-POL-000761,WC,Expired,2022-05-28,2023-05-28,PA,8742,21155.93,Insured A-761,AG002,UW103,2
KM-POL-000762,WC,In Force,2021-02-22,2022-02-22,PA,8742,9437.7,Insured A-762,AG003,UW101,0
KM-POL-000763,WC,Cancelled,2021-07-07,2022-07-07,NY,8017,43669.39,Insured A-763,AG015,UW102,2
KM-POL-000764,CA,In Force,2022-04-14,2023-04-14,NJ,7230,5622.55,Insured A-764,AG004,UW102,1
KM-POL-000765,WC,In Force,2021-02-12,2022-02-12,PA,7380,7501.5,Insured A-765,AG004,UW104,1
KM-POL-000766,CA,In Force,2022-07-06,2023-07-06,MD,7220,1868.81,Insured A-766,AG015,UW101,1
KM-POL-000767,CA,In Force,2021-03-24,2022-03-24,DE,7210,4198.17,Insured A-767,AG012,UW104,4
KM-POL-000768,GL,Cancelled,2021-12-25,2022-12-25,PA,91580,5242.37,Insured A-768,AG003,UW103,2
KM-POL-000769,WC,In Force,2023-08-22,2024-08-21,DE,8742,21337.98,Insured A-769,AG004,UW104,1
KM-POL-000770,GL,Expired,2023-11-29,2024-11-28,NY,97047,9170.42,Insured A-770,AG002,UW103,2
KM-POL-000771,WC,In Force,2023-06-25,2024-06-24,PA,8017,3852.6,Insured A-771,AG005,UW103,3
KM-POL-000772,GL,Cancelled,2022-07-24,2023-07-24,PA,91580,7484.41,Insured A-772,AG001,UW102,1
KM-POL-000773,WC,In Force,2022-01-07,2023-01-07,OH,5183,16936.48,Insured A-773,AG003,UW102,3
KM-POL-000774,WC,In Force,2023-06-12,2024-06-11,NJ,5183,33604.83,Insured A-774,AG001,UW102,0
KM-POL-000775,CA,In Force,2023-10-05,2024-10-04,DE,7219,8370.78,Insured A-775,AG005,UW102,3
KM-POL-000776,WC,Expired,2021-07-06,2022-07-06,NJ,8017,18190.91,Insured A-776,AG003,UW102,2
KM-POL-000777,WC,In Force,2023-08-21,2024-08-20,PA,7380,10384.49,Insured A-777,AG005,UW101,0
KM-POL-000778,CA,In Force,2022-12-14,2023-12-14,PA,7219,6204.23,Insured A-778,AG004,UW102,1
KM-POL-000779,CA,In Force,2023-04-17,2024-04-16,NJ,7210,10401.48,Insured A-779,AG015,UW104,5
KM-POL-000780,CA,Expired,2022-11-14,2023-11-14,PA,7230,2209.08,Insured A-780,AG004,UW103,3
KM-POL-000781,CA,In Force,2022-10-20,2023-10-20,PA,7230,3985.17,Insured A-781,AG015,UW102,2
KM-POL-000782,CA,Expired,2021-08-03,2022-08-03,OH,7210,3091.65,Insured A-782,AG004,UW101,0
KM-POL-000783,WC,In Force,2021-11-26,2022-11-26,MD,5183,13404.19,Insured A-783,AG005,UW104,1
KM-POL-000784,WC,Expired,2022-11-07,2023-11-07,NY,5191,26480.87,Insured A-784,AG005,UW104,1
KM-POL-000785,WC,Cancelled,2023-04-24,2024-04-23,OH,9015,6139.02,Insured A-785,AG005,UW103,0
KM-POL-000786,GL,In Force,2023-10-12,2024-10-11,PA,41677,1244.87,Insured A-786,AG001,UW104,2
KM-POL-000787,CA,In Force,2022-08-14,2023-08-14,MD,7219,3837.85,Insured A-787,AG005,UW104,4
KM-POL-000788,WC,In Force,2023-04-01,2024-03-31,PA,8017,20553.35,Insured A-788,AG004,UW104,2
KM-POL-000789,CA,In Force,2021-03-17,2022-03-17,MD,7210,6785.74,Insured A-789,AG002,UW104,0
KM-POL-000790,GL,In Force,2023-07-21,2024-07-20,MD,97047,8952.88,Insured A-790,AG005,UW101,2
KM-POL-000791,WC,Expired,2021-06-30,2022-06-30,NY,7380,7910.97,Insured A-791,AG002,UW103,4
KM-POL-000792,CA,In Force,2022-10-07,2023-10-07,MD,7219,2281.48,Insured A-792,AG015,UW102,3
KM-POL-000793,CA,Cancelled,2022-06-01,2023-06-01,DE,7210,6695.4,Insured A-793,AG004,UW104,2
KM-POL-000794,CA,In Force,2022-10-25,2023-10-25,PA,7220,2979.26,Insured A-794,AG005,UW101,5
KM-POL-000795,WC,Expired,2021-08-26,2022-08-26,NJ,5183,56799.19,Insured A-795,AG001,UW103,3
KM-POL-000796,GL,In Force,2023-04-08,2024-04-07,DE,58483,9890.75,Insured A-796,AG001,UW102,0
KM-POL-000797,GL,In Force,2023-11-20,2024-11-19,PA,91580,4418.46,Insured A-797,AG015,UW103,1
KM-POL-000798,CA,In Force,2021-01-03,2022-01-03,NY,7230,3405.57,Insured A-798,AG002,UW101,5
KM-POL-000799,CA,In Force,2023-08-05,2024-08-04,MD,7230,4648.19,Insured A-799,AG012,UW101,1
KM-POL-000800,GL,In Force,2023-04-27,2024-04-26,PA,97047,5610.24,Insured A-800,AG001,UW101,0
KM-POL-000801,CA,Expired,2021-04-22,2022-04-22,NY,7230,9605.59,Insured A-801,AG001,UW104,1
KM-POL-000802,WC,Cancelled,2022-01-20,2023-01-20,MD,9015,11488.86,Insured A-802,AG001,UW101,2
KM-POL-000803,CA,In Force,2023-11-28,2024-11-27,MD,7220,3168.52,Insured A-803,AG004,UW102,5
KM-POL-000804,CA,In Force,2023-01-11,2024-01-11,MD,7210,15279.46,Insured A-804,AG001,UW104,1
KM-POL-000805,WC,In Force,2023-10-18,2024-10-17,DE,7380,10295.34,Insured A-805,AG003,UW103,2
KM-POL-000806,CA,In Force,2023-06-25,2024-06-24,MD,7230,7795.51,Insured A-806,AG005,UW102,4
KM-POL-000807,GL,In Force,2021-04-16,2022-04-16,NY,41677,4333.98,Insured A-807,AG015,UW104,1
KM-POL-000808,GL,Expired,2022-02-21,2023-02-21,PA,41677,8554.23,Insured A-808,AG001,UW101,0
KM-POL-000809,CA,Cancelled,2022-07-01,2023-07-01,NJ,7219,5923.4,Insured A-809,AG012,UW103,4
KM-POL-000810,WC,Cancelled,2021-09-26,2022-09-26,NY,8017,2182.62,Insured A-810,AG012,UW101,1
KM-POL-000811,GL,In Force,2022-08-13,2023-08-13,PA,91580,27192.39,Insured A-811,AG001,UW102,2
KM-POL-000812,GL,Expired,2023-06-17,2024-06-16,NY,41677,16374.02,Insured A-812,AG001,UW102,2
KM-POL-000813,WC,Expired,2023-09-20,2024-09-19,NY,8810,7202.93,Insured A-813,AG003,UW104,0
KM-POL-000814,GL,In Force,2021-09-06,2022-09-06,PA,58483,3066.87,Insured A-814,AG001,UW102,4
KM-POL-000815,GL,In Force,2021-03-01,2022-03-01,DE,91580,8461.6,Insured A-815,AG001,UW103,1
KM-POL-000816,CA,Expired,2022-05-06,2023-05-06,NY,7210,5177.19,Insured A-816,AG005,UW104,1
KM-POL-000817,CA,In Force,2021-11-21,2022-11-21,NJ,7219,6083.9,Insured A-817,AG012,UW103,0
KM-POL-000818,WC,In Force,2022-09-29,2023-09-29,PA,5183,11536.39,Insured A-818,AG003,UW101,1
KM-POL-000819,WC,In Force,2021-01-29,2022-01-29,PA,8742,14838.68,Insured A-819,AG012,UW103,3
KM-POL-000820,WC,Expired,2023-04-16,2024-04-15,NJ,8017,31503.2,Insured A-820,AG003,UW103,3
KM-POL-000821,GL,In Force,2021-07-10,2022-07-10,MD,58483,9874.12,Insured A-821,AG012,UW102,4
KM-POL-000822,WC,Cancelled,2022-04-06,2023-04-06,PA,8017,4273.87,Insured A-822,AG001,UW101,1
KM-POL-000823,WC,Expired,2021-08-21,2022-08-21,NY,5191,29438.25,Insured A-823,AG012,UW102,3
KM-POL-000824,WC,Expired,2023-08-04,2024-08-03,PA,8742,36771.99,Insured A-824,AG012,UW101,2
KM-POL-000825,CA,In Force,2021-08-29,2022-08-29,NJ,7230,32572.84,Insured A-825,AG003,UW101,3
KM-POL-000826,GL,Expired,2021-11-12,2022-11-12,OH,41677,3021.64,Insured A-826,AG015,UW103,3
KM-POL-000827,WC,In Force,2023-10-18,2024-10-17,NY,8017,12019.74,Insured A-827,AG002,UW102,1
KM-POL-000828,WC,In Force,2022-08-21,2023-08-21,PA,5191,1871.17,Insured A-828,AG003,UW103,1
KM-POL-000829,CA,In Force,2023-11-09,2024-11-08,NJ,7230,6849.22,Insured A-829,AG003,UW103,1
KM-POL-000830,CA,In Force,2022-07-14,2023-07-14,PA,7219,3537.16,Insured A-830,AG003,UW103,2
KM-POL-000831,WC,Expired,2023-05-01,2024-04-30,NJ,5191,46108.69,Insured A-831,AG004,UW101,5
KM-POL-000832,CA,In Force,2023-09-16,2024-09-15,NY,7220,3087.85,Insured A-832,AG015,UW102,0
KM-POL-000833,WC,In Force,2023-08-26,2024-08-25,PA,8810,2562.28,Insured A-833,AG004,UW102,0
KM-POL-000834,WC,In Force,2022-05-15,2023-05-15,PA,5183,6788.53,Insured A-834,AG004,UW103,0
KM-POL-000835,CA,Cancelled,2023-07-25,2024-07-24,NJ,7230,1502.23,Insured A-835,AG003,UW101,3
KM-POL-000836,WC,Expired,2021-10-24,2022-10-24,MD,8017,18049.61,Insured A-836,AG002,UW102,1
KM-POL-000837,GL,Expired,2023-02-25,2024-02-25,MD,58483,1563.12,Insured A-837,AG003,UW104,0
KM-POL-000838,WC,In Force,2022-01-26,2023-01-26,PA,5183,10125.03,Insured A-838,AG001,UW102,1
KM-POL-000839,CA,In Force,2023-11-07,2024-11-06,NY,7219,1412.78,Insured A-839,AG002,UW103,2
KM-POL-000840,CA,Cancelled,2021-10-07,2022-10-07,NJ,7219,4055.47,Insured A-840,AG004,UW104,2
KM-POL-000841,WC,In Force,2021-05-23,2022-05-23,NJ,8810,36853.38,Insured A-841,AG012,UW101,3
KM-POL-000842,CA,In Force,2022-07-20,2023-07-20,NY,7220,6102.1,Insured A-842,AG012,UW104,1
KM-POL-000843,WC,Expired,2023-04-30,2024-04-29,MD,5183,4960.22,Insured A-843,AG015,UW104,1
KM-POL-000844,GL,In Force,2022-11-28,2023-11-28,MD,41677,6490.91,Insured A-844,AG005,UW103,0
KM-POL-000845,WC,Expired,2023-11-06,2024-11-05,DE,8742,10040.81,Insured A-845,AG015,UW102,0
KM-POL-000846,WC,In Force,2022-07-02,2023-07-02,NJ,9015,14445.01,Insured A-846,AG002,UW101,1
KM-POL-000847,WC,In Force,2021-01-06,2022-01-06,NY,8742,3316.0,Insured A-847,AG004,UW104,1
KM-POL-000848,GL,In Force,2022-08-03,2023-08-03,PA,91580,10044.67,Insured A-848,AG002,UW103,2
KM-POL-000849,CA,In Force,2022-09-04,2023-09-04,DE,7219,970.07,Insured A-849,AG002,UW102,0
KM-POL-000850,CA,Expired,2023-09-30,2024-09-29,NJ,7219,3367.98,Insured A-850,AG012,UW104,0
KM-POL-000851,WC,Expired,2021-11-01,2022-11-01,NY,8017,6696.77,Insured A-851,AG003,UW103,4
KM-POL-000852,CA,In Force,2023-07-04,2024-07-03,PA,7230,7186.76,Insured A-852,AG001,UW103,2
KM-POL-000853,WC,In Force,2023-09-19,2024-09-18,PA,7380,10077.95,Insured A-853,AG005,UW103,3
KM-POL-000854,GL,Expired,2022-12-08,2023-12-08,MD,41677,2480.23,Insured A-854,AG004,UW101,3
KM-POL-000855,WC,Expired,2022-11-12,2023-11-12,PA,7380,4500.78,Insured A-855,AG002,UW102,1
KM-POL-000856,WC,In Force,2023-02-12,2024-02-12,DE,5183,11602.13,Insured A-856,AG005,UW104,3
KM-POL-000857,WC,In Force,2023-07-22,2024-07-21,PA,8017,9290.49,Insured A-857,AG002,UW102,2
KM-POL-000858,CA,In Force,2022-10-22,2023-10-22,PA,7220,3472.14,Insured A-858,AG012,UW102,0
KM-POL-000859,CA,Expired,2022-01-22,2023-01-22,PA,7210,3683.06,Insured A-859,AG001,UW104,1
KM-POL-000860,WC,Cancelled,2022-05-05,2023-05-05,PA,8810,17273.6,Insured A-860,AG012,UW102,1
KM-POL-000861,CA,In Force,2023-02-24,2024-02-24,OH,7220,3602.5,Insured A-861,AG005,UW101,1
KM-POL-000862,CA,Expired,2022-04-24,2023-04-24,PA,7210,4661.75,Insured A-862,AG004,UW104,1
KM-POL-000863,CA,In Force,2023-04-22,2024-04-21,MD,7219,18069.16,Insured A-863,AG002,UW104,1
KM-POL-000864,WC,In Force,2021-03-31,2022-03-31,DE,8017,3168.63,Insured A-864,AG001,UW103,0
KM-POL-000865,WC,In Force,2022-10-14,2023-10-14,NJ,7380,2249.64,Insured A-865,AG012,UW102,0
KM-POL-000866,CA,Expired,2023-08-27,2024-08-26,DE,7219,7864.81,Insured A-866,AG005,UW104,0
KM-POL-000867,WC,In Force,2023-02-20,2024-02-20,DE,8810,5750.75,Insured A-867,AG012,UW104,0
KM-POL-000868,WC,In Force,2023-03-02,2024-03-01,NY,5191,7672.59,Insured A-868,AG002,UW101,1
KM-POL-000869,GL,In Force,2021-11-08,2022-11-08,PA,97047,3839.86,Insured A-869,AG002,UW103,2
KM-POL-000870,GL,In Force,2023-10-12,2024-10-11,NJ,97047,5531.09,Insured A-870,AG004,UW104,0
KM-POL-000871,WC,In Force,2021-03-17,2022-03-17,OH,8742,35554.8,Insured A-871,AG001,UW101,4
KM-POL-000872,WC,Expired,2021-09-16,2022-09-16,MD,5183,18801.7,Insured A-872,AG003,UW104,3
KM-POL-000873,CA,In Force,2023-10-26,2024-10-25,OH,7220,8244.77,Insured A-873,AG012,UW104,2
KM-POL-000874,WC,Expired,2022-11-11,2023-11-11,NJ,8017,3187.58,Insured A-874,AG002,UW104,3
KM-POL-000875,WC,In Force,2021-07-25,2022-07-25,NY,8017,3940.56,Insured A-875,AG005,UW101,1
KM-POL-000876,WC,In Force,2023-06-21,2024-06-20,NJ,8742,1021.2,Insured A-876,AG012,UW102,0
KM-POL-000877,CA,In Force,2021-07-24,2022-07-24,NJ,7219,3024.11,Insured A-877,AG004,UW104,4
KM-POL-000878,CA,In Force,2023-12-14,2024-12-13,PA,7219,8725.65,Insured A-878,AG004,UW104,0
KM-POL-000879,WC,In Force,2023-07-25,2024-07-24,DE,9015,14966.31,Insured A-879,AG002,UW102,4
KM-POL-000880,WC,In Force,2021-02-01,2022-02-01,PA,8017,8289.87,Insured A-880,AG002,UW104,2
KM-POL-000881,WC,Expired,2021-10-23,2022-10-23,NJ,8742,9722.13,Insured A-881,AG002,UW103,1
KM-POL-000882,CA,Expired,2023-04-20,2024-04-19,OH,7210,3250.84,Insured A-882,AG015,UW104,1
KM-POL-000883,WC,In Force,2021-11-13,2022-11-13,PA,5191,11658.69,Insured A-883,AG003,UW103,2
KM-POL-000884,WC,In Force,2021-06-03,2022-06-03,PA,8017,18264.28,Insured A-884,AG002,UW102,0
KM-POL-000885,CA,In Force,2023-08-20,2024-08-19,PA,7220,1863.98,Insured A-885,AG012,UW101,1
KM-POL-000886,WC,In Force,2022-06-27,2023-06-27,MD,8017,12578.17,Insured A-886,AG012,UW102,3
KM-POL-000887,CA,In Force,2022-11-25,2023-11-25,DE,7220,8599.51,Insured A-887,AG015,UW104,2
KM-POL-000888,WC,Expired,2023-03-26,2024-03-25,NJ,5183,7100.49,Insured A-888,AG015,UW103,0
KM-POL-000889,WC,In Force,2021-06-14,2022-06-14,OH,9015,17336.35,Insured A-889,AG001,UW101,1
KM-POL-000890,WC,In Force,2022-11-04,2023-11-04,OH,8017,94063.33,Insured A-890,AG005,UW104,4
KM-POL-000891,CA,In Force,2023-12-29,2024-12-28,NJ,7210,4616.51,Insured A-891,AG002,UW101,2
KM-POL-000892,GL,In Force,2023-02-18,2024-02-18,NY,58483,8736.94,Insured A-892,AG012,UW101,2
KM-POL-000893,GL,Expired,2022-10-11,2023-10-11,NY,41677,3957.47,Insured A-893,AG015,UW104,5
KM-POL-000894,WC,In Force,2023-09-27,2024-09-26,NY,8810,11441.48,Insured A-894,AG012,UW102,1
KM-POL-000895,CA,In Force,2021-03-15,2022-03-15,PA,7220,6477.97,Insured A-895,AG012,UW104,1
KM-POL-000896,WC,Expired,2021-05-21,2022-05-21,OH,7380,11566.56,Insured A-896,AG015,UW104,3
KM-POL-000897,WC,In Force,2022-04-26,2023-04-26,DE,8810,4377.55,Insured A-897,AG003,UW102,3
KM-POL-000898,GL,Expired,2022-08-12,2023-08-12,PA,91580,7665.26,Insured A-898,AG015,UW103,1
KM-POL-000899,WC,Expired,2022-04-11,2023-04-11,NJ,5191,31880.72,Insured A-899,AG015,UW104,0
KM-POL-000900,WC,In Force,2021-07-05,2022-07-05,PA,5183,14170.37,Insured A-900,AG005,UW101,3
KM-POL-000901,WC,Expired,2023-06-08,2024-06-07,PA,5191,21366.72,Insured A-901,AG015,UW104,1
KM-POL-000902,WC,In Force,2021-07-21,2022-07-21,NY,7380,8187.72,Insured A-902,AG004,UW104,4
KM-POL-000903,WC,In Force,2021-07-25,2022-07-25,PA,8742,18032.31,Insured A-903,AG015,UW101,0
KM-POL-000904,CA,In Force,2023-06-28,2024-06-27,NJ,7220,5811.31,Insured A-904,AG012,UW102,1
KM-POL-000905,WC,In Force,2021-12-07,2022-12-07,DE,5191,4625.18,Insured A-905,AG002,UW103,0
KM-POL-000906,GL,Expired,2022-09-06,2023-09-06,PA,41677,8291.32,Insured A-906,AG012,UW103,3
KM-POL-000907,GL,Expired,2021-03-01,2022-03-01,MD,58483,3313.67,Insured A-907,AG005,UW101,4
KM-POL-000908,WC,Cancelled,2021-04-05,2022-04-05,PA,9015,5965.19,Insured A-908,AG004,UW102,2
KM-POL-000909,WC,Expired,2022-10-27,2023-10-27,NJ,9015,11515.65,Insured A-909,AG015,UW104,4
KM-POL-000910,WC,In Force,2021-04-25,2022-04-25,NJ,9015,12554.01,Insured A-910,AG003,UW104,0
KM-POL-000911,CA,In Force,2022-08-24,2023-08-24,PA,7230,2407.78,Insured A-911,AG001,UW104,0
KM-POL-000912,WC,In Force,2023-01-05,2024-01-05,PA,7380,22998.6,Insured A-912,AG015,UW104,3
KM-POL-000913,CA,In Force,2023-02-07,2024-02-07,NY,7219,6927.15,Insured A-913,AG002,UW104,4
KM-POL-000914,WC,In Force,2023-06-02,2024-06-01,MD,7380,5631.99,Insured A-914,AG001,UW101,3
KM-POL-000915,CA,Cancelled,2021-10-26,2022-10-26,PA,7230,1953.64,Insured A-915,AG003,UW104,3
KM-POL-000916,WC,In Force,2022-05-16,2023-05-16,NY,8742,8813.82,Insured A-916,AG005,UW104,1
KM-POL-000917,WC,In Force,2023-12-24,2024-12-23,NY,9015,6927.44,Insured A-917,AG005,UW102,0
KM-POL-000918,GL,In Force,2023-04-24,2024-04-23,OH,58483,7181.03,Insured A-918,AG003,UW104,4
KM-POL-000919,CA,Expired,2022-01-04,2023-01-04,NJ,7210,3952.6,Insured A-919,AG012,UW103,1
KM-POL-000920,WC,Expired,2021-12-15,2022-12-15,NJ,5191,1986.31,Insured A-920,AG003,UW101,1
KM-POL-000921,GL,Expired,2021-12-25,2022-12-25,NJ,41677,5055.12,Insured A-921,AG015,UW101,2
KM-POL-000922,CA,In Force,2021-06-11,2022-06-11,NY,7220,4091.34,Insured A-922,AG002,UW101,1
KM-POL-000923,GL,Expired,2023-02-23,2024-02-23,OH,91580,10337.8,Insured A-923,AG004,UW103,3
KM-POL-000924,CA,In Force,2022-05-09,2023-05-09,PA,7210,3232.72,Insured A-924,AG015,UW104,0
KM-POL-000925,WC,Expired,2023-10-17,2024-10-16,NJ,8810,37908.84,Insured A-925,AG015,UW101,3
KM-POL-000926,WC,In Force,2021-10-21,2022-10-21,MD,8742,2144.56,Insured A-926,AG015,UW103,2
KM-POL-000927,WC,In Force,2022-04-21,2023-04-21,OH,5183,28252.41,Insured A-927,AG001,UW102,2
KM-POL-000928,CA,In Force,2023-08-03,2024-08-02,MD,7219,4295.87,Insured A-928,AG001,UW104,1
KM-POL-000929,CA,Expired,2022-06-05,2023-06-05,NY,7219,8231.73,Insured A-929,AG005,UW103,1
KM-POL-000930,WC,In Force,2023-07-31,2024-07-30,NJ,5191,10549.58,Insured A-930,AG015,UW104,1
KM-POL-000931,WC,Expired,2022-06-07,2023-06-07,DE,5191,24628.13,Insured A-931,AG012,UW102,1
KM-POL-000932,GL,In Force,2021-01-20,2022-01-20,NY,58483,5058.61,Insured A-932,AG005,UW103,2
KM-POL-000933,GL,In Force,2023-08-11,2024-08-10,PA,91580,3074.71,Insured A-933,AG002,UW104,1
KM-POL-000934,CA,In Force,2022-08-13,2023-08-13,DE,7210,11525.33,Insured A-934,AG003,UW103,0
KM-POL-000935,WC,In Force,2021-11-20,2022-11-20,NY,5191,9038.2,Insured A-935,AG001,UW101,0
KM-POL-000936,WC,In Force,2021-06-01,2022-06-01,PA,9015,11816.44,Insured A-936,AG015,UW104,2
KM-POL-000937,WC,In Force,2023-06-24,2024-06-23,NY,8017,26577.0,Insured A-937,AG002,UW103,0
KM-POL-000938,GL,Expired,2022-12-09,2023-12-09,DE,58483,3221.59,Insured A-938,AG005,UW101,4
KM-POL-000939,WC,In Force,2022-09-05,2023-09-05,MD,7380,15936.9,Insured A-939,AG005,UW102,2
KM-POL-000940,CA,Cancelled,2023-05-19,2024-05-18,PA,7210,3449.77,Insured A-940,AG001,UW104,3
KM-POL-000941,WC,Expired,2022-05-28,2023-05-28,PA,7380,8904.08,Insured A-941,AG005,UW104,3
KM-POL-000942,CA,Expired,2023-07-25,2024-07-24,NY,7219,5132.6,Insured A-942,AG012,UW102,0
KM-POL-000943,CA,In Force,2022-09-11,2023-09-11,PA,7219,1997.93,Insured A-943,AG005,UW101,3
KM-POL-000944,GL,In Force,2022-02-12,2023-02-12,NY,41677,3846.1,Insured A-944,AG004,UW102,2
KM-POL-000945,WC,In Force,2023-02-27,2024-02-27,NY,8810,29168.9,Insured A-945,AG003,UW104,4
KM-POL-000946,WC,Expired,2023-09-17,2024-09-16,PA,5191,20109.61,Insured A-946,AG005,UW103,4
KM-POL-000947,WC,Expired,2021-08-07,2022-08-07,DE,8742,9413.39,Insured A-947,AG004,UW101,0
KM-POL-000948,GL,In Force,2022-05-01,2023-05-01,DE,41677,7865.07,Insured A-948,AG002,UW101,1
KM-POL-000949,GL,In Force,2023-02-21,2024-02-21,NJ,41677,5399.33,Insured A-949,AG005,UW101,2
KM-POL-000950,CA,Expired,2023-01-06,2024-01-06,MD,7210,11091.67,Insured A-950,AG012,UW102,2
KM-POL-000951,CA,In Force,2022-08-29,2023-08-29,OH,7230,4358.09,Insured A-951,AG002,UW102,1
KM-POL-000952,CA,Expired,2022-08-28,2023-08-28,NY,7210,5648.27,Insured A-952,AG015,UW103,1
KM-POL-000953,WC,In Force,2021-02-14,2022-02-14,NY,5183,24756.02,Insured A-953,AG005,UW103,1
KM-POL-000954,GL,Expired,2023-03-22,2024-03-21,NJ,91580,3850.04,Insured A-954,AG001,UW101,2
KM-POL-000955,WC,In Force,2022-07-17,2023-07-17,MD,8810,34441.98,Insured A-955,AG004,UW103,5
KM-POL-000956,WC,In Force,2021-01-17,2022-01-17,NY,8017,2909.19,Insured A-956,AG004,UW102,3
KM-POL-000957,CA,Expired,2021-04-11,2022-04-11,NY,7220,13066.22,Insured A-957,AG001,UW103,1
KM-POL-000958,WC,Cancelled,2023-10-15,2024-10-14,OH,5191,7345.62,Insured A-958,AG003,UW102,0
KM-POL-000959,WC,In Force,2022-08-10,2023-08-10,PA,8810,8150.55,Insured A-959,AG015,UW103,0
KM-POL-000960,CA,In Force,2022-04-17,2023-04-17,OH,7230,1581.29,Insured A-960,AG012,UW104,1
KM-POL-000961,WC,Expired,2022-12-23,2023-12-23,PA,8810,6878.56,Insured A-961,AG004,UW102,3
KM-POL-000962,CA,Cancelled,2022-03-25,2023-03-25,NJ,7220,2633.62,Insured A-962,AG002,UW104,1
KM-POL-000963,WC,Expired,2022-01-25,2023-01-25,NJ,7380,6086.83,Insured A-963,AG012,UW102,2
KM-POL-000964,WC,Cancelled,2022-05-29,2023-05-29,MD,8742,8867.53,Insured A-964,AG004,UW103,4
KM-POL-000965,WC,In Force,2021-10-08,2022-10-08,OH,9015,21295.12,Insured A-965,AG015,UW104,4
KM-POL-000966,WC,In Force,2021-07-18,2022-07-18,NY,5191,11685.25,Insured A-966,AG003,UW103,0
KM-POL-000967,CA,Expired,2021-03-22,2022-03-22,NY,7210,5911.21,Insured A-967,AG015,UW102,0
KM-POL-000968,WC,Expired,2022-09-25,2023-09-25,DE,9015,4119.9,Insured A-968,AG002,UW104,1
KM-POL-000969,CA,In Force,2023-06-22,2024-06-21,MD,7219,2897.34,Insured A-969,AG015,UW101,2
KM-POL-000970,CA,In Force,2021-03-10,2022-03-10,NJ,7230,14461.35,Insured A-970,AG012,UW103,5
KM-POL-000971,CA,Expired,2023-01-18,2024-01-18,NJ,7210,3161.75,Insured A-971,AG002,UW102,0
KM-POL-000972,GL,In Force,2021-09-27,2022-09-27,PA,58483,21148.96,Insured A-972,AG001,UW104,0
KM-POL-000973,CA,In Force,2021-07-04,2022-07-04,NY,7219,4247.83,Insured A-973,AG005,UW103,4
KM-POL-000974,WC,In Force,2022-08-28,2023-08-28,NY,8742,9915.26,Insured A-974,AG001,UW104,3
KM-POL-000975,WC,Expired,2022-11-01,2023-11-01,NJ,8810,23301.95,Insured A-975,AG012,UW103,5
KM-POL-000976,WC,Expired,2023-05-01,2024-04-30,PA,5183,27378.52,Insured A-976,AG005,UW103,1
KM-POL-000977,CA,In Force,2021-12-26,2022-12-26,OH,7219,4598.62,Insured A-977,AG001,UW103,1
KM-POL-000978,WC,Expired,2022-02-16,2023-02-16,PA,5183,7254.71,Insured A-978,AG005,UW104,0
KM-POL-000979,CA,Expired,2021-09-28,2022-09-28,NY,7219,4752.6,Insured A-979,AG004,UW104,0
