txn_id,claim_id,txn_type,cost_category,txn_amount,txn_dt,check_num
GT-0001930,CLM-540263,RSV,IND,4028.43,2022-09-27,
GT-0001931,CLM-169224,PMT,MED,23337.11,2024-08-01,36089
GT-0001932,CLM-670392,PMT,MED,557.44,2022-11-24,99246
GT-0001933,CLM-589887,RSV_CHG,IND,-2090.14,2022-01-26,
GT-0001934,CLM-443807,PMT,MED,963.16,2022-11-30,10572
GT-0001935,CLM-535696,PMT,AO,2276.99,2023-06-01,18893
GT-0001936,CLM-886185,PMT,AO,5178.12,2023-04-12,67831
GT-0001937,CLM-986964,PMT,EXP,2451.78,2021-09-09,40198
GT-0001938,CLM-461487,PMT,DCC,384.79,2022-03-20,99049
GT-0001939,CLM-616645,PMT,AO,3353.71,2023-03-02,93205
GT-0001940,CLM-606779,PMT,IND,10643.91,2023-08-05,21818
GT-0001941,CLM-512464,PMT,IND,1566.71,2023-12-06,65464
GT-0001942,CLM-990813,PMT,AO,1054.31,2024-02-07,75149
GT-0001943,CLM-512272,PMT,MED,14427.76,2021-09-24,22306
GT-0001944,CLM-778785,PMT,AO,269.11,2023-09-19,51423
GT-0001945,CLM-685823,RSV,DCC,4981.4,2022-08-03,
GT-0001946,CLM-820140,PMT,AO,2335.5,2021-12-09,65475
GT-0001947,CLM-669913,REC,SUBRO,-753.17,2023-06-28,
GT-0001948,CLM-737468,RSV,EXP,11232.67,2024-01-17,
GT-0001949,CLM-583819,RSV_CHG,EXP,-5291.32,2022-08-24,
GT-0001950,CLM-672653,PMT,AO,1044.62,2021-08-05,17073
GT-0001951,CLM-626417,RSV,IND,2186.8,2023-08-24,
GT-0001952,CLM-517710,RSV,IND,671.89,2023-01-12,
GT-0001953,CLM-820140,RSV,AO,397.66,2024-07-22,
GT-0001954,CLM-673283,RSV_CHG,AO,5696.13,2022-06-29,
GT-0001955,CLM-673283,RSV,MED,5215.29,2023-02-08,
GT-0001956,CLM-548903,PMT,IND,435.29,2022-11-19,55463
GT-0001957,CLM-910099,PMT,DCC,437.09,2024-06-15,79017
GT-0001958,CLM-745627,PMT,DCC,1413.81,2023-02-21,67676
GT-0001959,CLM-154391,RSV_CHG,AO,4097.21,2022-12-16,
GT-0001960,CLM-696842,RSV_CHG,IND,-3968.21,2021-11-20,
GT-0001961,CLM-211369,PMT,EXP,3056.89,2022-05-28,84983
GT-0001962,CLM-637086,RSV,EXP,40698.2,2022-01-02,
GT-0001963,CLM-149167,RSV,MED,9602.5,2024-03-12,
GT-0001964,CLM-208110,RSV_CHG,AO,-3623.86,2022-03-17,
GT-0001965,CLM-411142,RSV,DCC,3371.92,2023-11-27,
GT-0001966,CLM-358604,RSV_CHG,DCC,-1352.21,2024-03-23,
GT-0001967,CLM-590448,PMT,AO,798.41,2024-05-25,18105
GT-0001968,CLM-245483,RSV,MED,3886.12,2021-08-12,
GT-0001969,CLM-894573,RSV_CHG,MED,-2330.07,2023-10-01,
GT-0001970,CLM-140034,RSV_CHG,EXP,-4226.1,2023-09-11,
GT-0001971,CLM-408298,PMT,IND,2702.66,2023-02-07,58944
GT-0001972,CLM-382207,PMT,EXP,5035.82,2022-10-29,26901
GT-0001973,CLM-857513,PMT,AO,5663.17,2022-03-22,33493
GT-0001974,CLM-805703,PMT,AO,391.53,2023-07-05,43509
GT-0001975,CLM-654919,PMT,IND,5489.89,2024-07-16,49612
GT-0001976,CLM-695451,REC,DED,-3141.45,2021-11-15,
GT-0001977,CLM-521164,RSV,DCC,751.1,2022-02-27,
GT-0001978,CLM-635055,RSV,IND,963.33,2023-09-17,
GT-0001979,CLM-921401,PMT,EXP,288.36,2022-12-31,19837
GT-0001980,CLM-922497,PMT,MED,355.18,2022-05-18,37418
GT-0001981,CLM-454303,PMT,MED,9492.22,2024-06-12,42151
GT-0001982,CLM-327117,RSV,DCC,946.66,2022-02-07,
GT-0001983,CLM-182995,PMT,IND,3751.71,2023-06-04,87428
GT-0001984,CLM-312123,RSV,IND,340.65,2021-08-04,
GT-0001985,CLM-279243,PMT,IND,251.76,2022-09-14,52781
GT-0001986,CLM-580127,RSV_CHG,AO,-3592.14,2024-02-06,
GT-0001987,CLM-697092,RSV_CHG,MED,2617.78,2021-11-03,
GT-0001988,CLM-512464,RSV_CHG,AO,-891.03,2022-03-23,
GT-0001989,CLM-517710,PMT,IND,1353.55,2024-04-01,50316
GT-0001990,CLM-619829,PMT,IND,531.96,2021-11-20,67978
GT-0001991,CLM-665559,RSV_CHG,MED,-2460.64,2022-06-16,
GT-0001992,CLM-864341,RSV,AO,644.69,2023-11-23,
GT-0001993,CLM-813139,RSV_CHG,MED,3087.23,2023-04-04,
GT-0001994,CLM-144957,PMT,AO,2324.54,2021-10-27,84339
GT-0001995,CLM-611462,PMT,DCC,1000.22,2024-01-31,44779
GT-0001996,CLM-346425,REC,SALV,-377.19,2021-11-07,
GT-0001997,CLM-177946,PMT,MED,2105.53,2022-09-21,17420
GT-0001998,CLM-397340,RSV_CHG,EXP,4273.5,2021-10-03,
GT-0001999,CLM-115552,PMT,EXP,643.78,2024-06-16,59201
GT-0002000,CLM-650004,PMT,IND,3560.44,2021-10-04,44631
