pol_id,line_of_business,status,eff_dt,exp_dt,jurisdiction,class_cd,total_premium,named_insured,producer_code,uw_id,term_number
GLI2657659,WorkersComp,Non-Renewed,2023-10-08,2024-10-07,Indiana,5183,18365.76,GLI Insured 1045,P-300,GLI-UW1,3
GLI5903591,CommAuto,Active,2023-01-29,2024-01-29,Indiana,7230,3334.39,GLI Insured 1046,P-200,GLI-UW1,4
GLI7914627,WorkersComp,Expired,2022-11-12,2023-11-12,Ohio,8742,23104.62,GLI Insured 1047,P-200,GLI-UW3,2
GLI1476046,GenLiab,Active,2022-12-30,2023-12-30,Michigan,41677,4172.47,GLI Insured 1048,P-200,GLI-UW2,1
GLI8660865,WorkersComp,Expired,2022-11-22,2023-11-22,Indiana,8742,2255.79,GLI Insured 1049,P-100,GLI-UW3,6
GLI5253262,CommAuto,Active,2023-10-19,2024-10-18,Wisconsin,7210,2242.91,GLI Insured 1050,P-200,GLI-UW1,1
GLI7016123,WorkersComp,Active,2024-01-12,2025-01-11,Wisconsin,7380,4369.94,GLI Insured 1051,P-400,GLI-UW3,1
GLI6772196,WorkersComp,Active,2023-11-24,2024-11-23,Wisconsin,8017,14526.4,GLI Insured 1052,P-100,GLI-UW2,1
GLI6911929,WorkersComp,Expired,2023-04-30,2024-04-29,Minnesota,8742,5364.33,GLI Insured 1053,P-200,GLI-UW1,3
GLI5172511,CommAuto,Active,2021-12-07,2022-12-07,Illinois,7230,1760.99,GLI Insured 1054,P-300,GLI-UW3,3
GLI5641122,CommAuto,Expired,2023-10-18,2024-10-17,Illinois,7210,1460.74,GLI Insured 1055,,GLI-UW2,1
GLI8482755,WorkersComp,Active,2023-01-20,2024-01-20,Michigan,8742,1558.66,GLI Insured 1056,P-500,GLI-UW2,6
GLI1801936,WorkersComp,Non-Renewed,2021-09-03,2022-09-03,Illinois,8810,88279.6,GLI Insured 1057,,GLI-UW1,5
GLI6444414,CommAuto,Active,2023-11-28,2024-11-27,Ohio,7230,2381.4,GLI Insured 1058,P-500,GLI-UW3,1
GLI8687397,GenLiab,Active,2023-01-31,2024-01-31,Illinois,97047,7740.23,GLI Insured 1059,P-300,GLI-UW1,3
GLI5415321,GenLiab,Cancelled,2024-02-25,2025-02-24,Indiana,41677,2068.57,GLI Insured 1060,P-500,GLI-UW3,4
GLI3694288,GenLiab,Expired,2024-01-23,2025-01-22,Wisconsin,91580,14503.02,GLI Insured 1061,P-300,GLI-UW3,2
GLI4512830,WorkersComp,Expired,2021-07-07,2022-07-07,Illinois,7380,3745.45,GLI Insured 1062,P-200,GLI-UW1,1
GLI6400269,GenLiab,Active,2022-07-29,2023-07-29,Ohio,41677,24260.14,GLI Insured 1063,P-200,GLI-UW1,1
GLI7733046,CommAuto,Non-Renewed,2022-09-01,2023-09-01,Michigan,7210,16000.23,GLI Insured 1064,P-300,GLI-UW3,4
GLI6847516,WorkersComp,Expired,2022-09-07,2023-09-07,Illinois,5191,2969.42,GLI Insured 1065,P-500,GLI-UW1,2
GLI3886654,CommAuto,Expired,2022-10-13,2023-10-13,Wisconsin,7210,9578.99,GLI Insured 1066,P-100,GLI-UW3,3
GLI9385863,WorkersComp,Cancelled,2024-01-16,2025-01-15,Wisconsin,8742,43899.68,GLI Insured 1067,P-100,GLI-UW2,3
GLI2490982,WorkersComp,Expired,2022-06-10,2023-06-10,Wisconsin,5191,1915.23,GLI Insured 1068,P-500,GLI-UW2,2
GLI6599618,WorkersComp,Active,2022-12-02,2023-12-02,Michigan,7380,2125.11,GLI Insured 1069,P-400,GLI-UW1,1
GLI6902303,WorkersComp,Active,2022-12-24,2023-12-24,Michigan,5191,1232.11,GLI Insured 1070,P-500,GLI-UW1,1
GLI4818006,WorkersComp,Expired,2022-07-04,2023-07-04,Wisconsin,7380,3478.18,GLI Insured 1071,,GLI-UW1,1
GLI6310561,CommAuto,Expired,2022-03-27,2023-03-27,Wisconsin,7230,1990.45,GLI Insured 1072,P-200,GLI-UW1,1
GLI6131062,CommAuto,Expired,2023-02-12,2024-02-12,Michigan,7219,3185.0,GLI Insured 1073,P-100,GLI-UW1,1
GLI2699501,GenLiab,Active,2022-11-18,2023-11-18,Illinois,58483,,GLI Insured 1074,P-200,GLI-UW2,3
GLI2517205,WorkersComp,Cancelled,2022-03-28,2023-03-28,Michigan,5183,15101.67,GLI Insured 1075,P-500,GLI-UW2,1
GLI7812644,WorkersComp,Expired,2023-01-16,2024-01-16,Michigan,7380,8328.4,GLI Insured 1076,P-100,GLI-UW1,2
GLI6249999,GenLiab,Active,2024-01-25,2025-01-24,Wisconsin,58483,7627.47,GLI Insured 1077,P-100,GLI-UW1,1
GLI9341509,CommAuto,Active,2023-06-21,2024-06-20,Illinois,7230,8272.66,GLI Insured 1078,P-200,GLI-UW2,2
GLI4123785,GenLiab,Non-Renewed,2022-09-22,2023-09-22,Illinois,97047,6704.07,GLI Insured 1079,P-200,GLI-UW3,4
GLI7420579,CommAuto,Active,2022-08-23,2023-08-23,Michigan,7220,3440.21,GLI Insured 1080,P-200,GLI-UW2,1
GLI4391499,CommAuto,Active,2023-07-17,2024-07-16,Michigan,7230,2264.39,GLI Insured 1081,P-500,,2
GLI5440600,WorkersComp,Active,2022-03-21,2023-03-21,Michigan,8742,18174.29,GLI Insured 1082,P-400,GLI-UW1,3
GLI9144342,GenLiab,Active,2021-12-11,2022-12-11,Minnesota,41677,6743.68,GLI Insured 1083,P-500,GLI-UW1,2
GLI6881989,WorkersComp,Active,2022-10-26,2023-10-26,Michigan,8017,9866.49,GLI Insured 1084,P-200,GLI-UW1,1
GLI6653942,WorkersComp,Cancelled,2022-03-25,2023-03-25,Indiana,8810,4699.84,GLI Insured 1085,P-300,GLI-UW1,4
GLI8344546,CommAuto,Active,2023-03-11,2024-03-10,Illinois,7210,4964.94,GLI Insured 1086,P-300,,1
GLI7064346,CommAuto,Cancelled,2022-12-18,2023-12-18,Wisconsin,7210,2328.23,GLI Insured 1087,P-300,GLI-UW2,2
GLI3671224,GenLiab,Active,2022-04-23,2023-04-23,Wisconsin,97047,6960.5,GLI Insured 1088,P-200,GLI-UW2,1
GLI3827685,WorkersComp,Cancelled,2023-10-04,2024-10-03,Michigan,5183,6384.89,GLI Insured 1089,P-400,GLI-UW1,2
GLI6415010,CommAuto,Active,2024-01-30,2025-01-29,Wisconsin,7230,6640.14,GLI Insured 1090,P-300,,3
GLI1267216,CommAuto,Expired,2022-02-19,2023-02-19,Michigan,7230,1587.73,GLI Insured 1091,P-100,GLI-UW3,4
GLI2870334,WorkersComp,Active,2021-10-27,2022-10-27,Indiana,9015,8457.54,GLI Insured 1092,P-100,GLI-UW2,5
GLI4184143,GenLiab,Active,2022-10-18,2023-10-18,Illinois,41677,,GLI Insured 1093,P-100,,2
GLI6209788,CommAuto,Active,2022-07-19,2023-07-19,Michigan,7220,4239.49,GLI Insured 1094,P-100,,5
GLI9491272,CommAuto,Expired,2022-04-26,2023-04-26,Illinois,7219,1486.79,GLI Insured 1095,P-200,GLI-UW1,3
GLI5969473,GenLiab,Active,2023-01-20,2024-01-20,Michigan,97047,2994.01,GLI Insured 1096,P-200,GLI-UW1,2
GLI3984802,CommAuto,Cancelled,2022-03-10,2023-03-10,Indiana,7220,9769.91,GLI Insured 1097,P-100,GLI-UW1,5
GLI7676849,GenLiab,Active,2023-12-13,2024-12-12,Indiana,58483,5132.67,GLI Insured 1098,P-300,GLI-UW2,3
GLI2273983,GenLiab,Active,2023-04-07,2024-04-06,Wisconsin,97047,2820.22,GLI Insured 1099,,GLI-UW1,2
GLI4332284,CommAuto,Active,2022-07-17,2023-07-17,Wisconsin,7230,9681.44,GLI Insured 1100,P-100,GLI-UW3,1
GLI2566382,GenLiab,Expired,2023-05-12,2024-05-11,Wisconsin,58483,18764.74,GLI Insured 1101,P-200,GLI-UW2,3
GLI2519046,WorkersComp,Active,2023-11-17,2024-11-16,Illinois,5183,2804.89,GLI Insured 1102,P-300,GLI-UW3,1
GLI7788683,GenLiab,Active,2022-09-06,2023-09-06,Minnesota,41677,3632.29,GLI Insured 1103,P-400,GLI-UW2,1
GLI5418616,WorkersComp,Expired,2023-09-27,2024-09-26,Wisconsin,8017,5943.58,GLI Insured 1104,P-400,GLI-UW3,6
GLI3445538,GenLiab,Active,2023-01-29,2024-01-29,Minnesota,97047,8321.24,GLI Insured 1105,P-300,GLI-UW2,1
GLI6707004,CommAuto,Expired,2021-12-25,2022-12-25,Minnesota,7219,3546.59,GLI Insured 1106,P-400,,2
GLI9939366,GenLiab,Active,2022-08-04,2023-08-04,Wisconsin,97047,5990.58,GLI Insured 1107,P-500,GLI-UW3,5
GLI6935773,GenLiab,Expired,2021-07-26,2022-07-26,Wisconsin,41677,4832.75,GLI Insured 1108,,GLI-UW2,2
GLI7656473,CommAuto,Non-Renewed,2022-07-31,2023-07-31,Indiana,7230,18768.29,GLI Insured 1109,P-300,GLI-UW2,2
GLI3231911,CommAuto,Active,2021-11-10,2022-11-10,Illinois,7220,6011.69,GLI Insured 1110,,,3
GLI7463257,GenLiab,Active,2023-04-11,2024-04-10,Michigan,58483,4294.6,GLI Insured 1111,P-400,GLI-UW2,1
GLI2738556,WorkersComp,Cancelled,2023-05-15,2024-05-14,Illinois,8742,6310.27,GLI Insured 1112,P-400,GLI-UW3,6
GLI5931029,WorkersComp,Expired,2021-03-07,2022-03-07,Wisconsin,8742,12404.67,GLI Insured 1113,P-400,GLI-UW2,1
GLI2379281,CommAuto,Active,2021-07-15,2022-07-15,Illinois,7230,2061.92,GLI Insured 1114,,GLI-UW3,4
GLI6433071,CommAuto,Expired,2022-03-22,2023-03-22,Wisconsin,7220,4861.45,GLI Insured 1115,,,1
GLI4771935,WorkersComp,Active,2022-08-04,2023-08-04,Indiana,7380,9352.03,GLI Insured 1116,P-100,GLI-UW2,1
GLI8424522,WorkersComp,Cancelled,2023-12-09,2024-12-08,Minnesota,9015,3721.35,GLI Insured 1117,P-300,GLI-UW2,1
GLI1684054,WorkersComp,Expired,2023-09-18,2024-09-17,Wisconsin,5191,1009.17,GLI Insured 1118,,GLI-UW2,1
GLI5125577,WorkersComp,Expired,2022-09-19,2023-09-19,Michigan,9015,1697.2,GLI Insured 1119,P-200,GLI-UW1,2
GLI3600666,WorkersComp,Non-Renewed,2024-01-11,2025-01-10,Wisconsin,5191,6590.83,GLI Insured 1120,P-200,GLI-UW3,3
GLI5593405,WorkersComp,Expired,2023-07-10,2024-07-09,Illinois,8017,18330.42,GLI Insured 1121,P-100,GLI-UW1,4
GLI1442233,WorkersComp,Expired,2022-04-12,2023-04-12,Michigan,8810,5408.4,GLI Insured 1122,P-300,GLI-UW2,1
GLI9296214,CommAuto,Non-Renewed,2022-08-27,2023-08-27,Indiana,7210,7377.58,GLI Insured 1123,P-400,GLI-UW2,2
GLI4765958,WorkersComp,Active,2021-06-13,2022-06-13,Illinois,8017,5825.48,GLI Insured 1124,P-100,GLI-UW1,1
GLI4673793,GenLiab,Active,2023-07-24,2024-07-23,Indiana,58483,2342.82,GLI Insured 1125,P-400,GLI-UW3,2
GLI5116319,CommAuto,Active,2023-11-28,2024-11-27,Indiana,7220,1644.44,GLI Insured 1126,P-500,GLI-UW1,2
GLI4788843,WorkersComp,Non-Renewed,2021-10-08,2022-10-08,Illinois,7380,3519.53,GLI Insured 1127,P-200,GLI-UW3,2
GLI8387946,WorkersComp,Expired,2023-11-01,2024-10-31,Michigan,8810,9197.28,GLI Insured 1128,P-100,GLI-UW1,2
GLI4623343,GenLiab,Active,2023-08-13,2024-08-12,Wisconsin,41677,5237.07,GLI Insured 1129,P-500,GLI-UW1,4
GLI3439016,WorkersComp,Active,2023-05-02,2024-05-01,Indiana,8810,6481.11,GLI Insured 1130,,GLI-UW2,3
GLI1208345,GenLiab,Active,2022-12-02,2023-12-02,Michigan,91580,4604.34,GLI Insured 1131,P-200,GLI-UW1,2
GLI5979362,CommAuto,Active,2021-10-31,2022-10-31,Illinois,7210,8721.34,GLI Insured 1132,P-400,GLI-UW2,1
GLI5088275,CommAuto,Cancelled,2021-12-12,2022-12-12,Indiana,7219,14998.46,GLI Insured 1133,P-300,GLI-UW1,2
GLI1348529,GenLiab,Expired,2022-03-06,2023-03-06,Michigan,41677,3010.14,GLI Insured 1134,P-200,GLI-UW2,5
GLI9107980,CommAuto,Non-Renewed,2021-11-07,2022-11-07,Indiana,7220,3527.42,GLI Insured 1135,P-500,GLI-UW2,1
GLI8364357,GenLiab,Active,2023-03-11,2024-03-10,Illinois,58483,2044.5,GLI Insured 1136,P-300,GLI-UW2,4
GLI7954589,GenLiab,Expired,2021-06-20,2022-06-20,Indiana,41677,5368.83,GLI Insured 1137,P-400,GLI-UW3,3
GLI4225237,GenLiab,Active,2021-05-24,2022-05-24,Wisconsin,58483,,GLI Insured 1138,P-200,GLI-UW3,3
GLI7917641,GenLiab,Cancelled,2021-07-22,2022-07-22,Indiana,91580,6449.34,GLI Insured 1139,P-500,GLI-UW2,5
GLI4121535,WorkersComp,Non-Renewed,2022-09-20,2023-09-20,Michigan,8742,17862.75,GLI Insured 1140,P-200,GLI-UW1,6
GLI9700184,WorkersComp,Non-Renewed,2021-10-07,2022-10-07,Wisconsin,8742,2727.9,GLI Insured 1141,P-200,GLI-UW2,1
GLI7704457,WorkersComp,Expired,2022-09-01,2023-09-01,Illinois,5183,6692.23,GLI Insured 1142,P-200,GLI-UW3,4
GLI7494523,GenLiab,Active,2021-11-16,2022-11-16,Ohio,97047,4352.1,GLI Insured 1143,P-200,GLI-UW3,3
GLI5387112,WorkersComp,Expired,2021-09-13,2022-09-13,Michigan,8742,9347.88,GLI Insured 1144,P-500,GLI-UW1,2
GLI7106385,WorkersComp,Active,2023-07-15,2024-07-14,Minnesota,8810,28577.87,GLI Insured 1145,P-100,GLI-UW2,3
GLI5421758,GenLiab,Active,2022-04-24,2023-04-24,Wisconsin,91580,3227.97,GLI Insured 1146,P-300,,6
GLI8236259,WorkersComp,Active,2021-05-21,2022-05-21,Indiana,7380,14020.41,GLI Insured 1147,P-500,GLI-UW2,2
GLI7211403,CommAuto,Active,2021-07-01,2022-07-01,Michigan,7219,12971.87,GLI Insured 1148,P-300,GLI-UW2,5
GLI7115538,GenLiab,Expired,2021-03-21,2022-03-21,Michigan,41677,2760.7,GLI Insured 1149,P-200,GLI-UW1,3
GLI4937710,CommAuto,Active,2021-10-15,2022-10-15,Indiana,7219,4460.75,GLI Insured 1150,P-500,GLI-UW2,2
GLI6371304,CommAuto,Active,2023-01-21,2024-01-21,Illinois,7210,4433.64,GLI Insured 1151,P-300,GLI-UW1,3
GLI6990710,CommAuto,Active,2022-09-19,2023-09-19,Michigan,7230,1624.0,GLI Insured 1152,P-100,GLI-UW1,3
GLI2292524,CommAuto,Expired,2022-10-04,2023-10-04,Michigan,7210,6035.51,GLI Insured 1153,P-200,GLI-UW3,2
GLI3256414,WorkersComp,Expired,2023-07-29,2024-07-28,Wisconsin,8810,22257.64,GLI Insured 1154,P-300,GLI-UW1,3
GLI6396602,CommAuto,Active,2022-07-06,2023-07-06,Wisconsin,7210,2520.96,GLI Insured 1155,P-400,,3
GLI5142216,WorkersComp,Expired,2022-06-16,2023-06-16,Michigan,9015,6243.67,GLI Insured 1156,P-300,GLI-UW2,4
GLI3160312,CommAuto,Expired,2022-05-26,2023-05-26,Wisconsin,7210,1184.56,GLI Insured 1157,P-200,GLI-UW2,2
GLI2621038,CommAuto,Active,2022-08-29,2023-08-29,Wisconsin,7219,,GLI Insured 1158,P-300,GLI-UW2,1
GLI9513662,WorkersComp,Expired,2023-02-23,2024-02-23,Indiana,8810,17655.91,GLI Insured 1159,P-200,GLI-UW2,3
GLI8981554,CommAuto,Expired,2022-06-28,2023-06-28,Illinois,7220,2061.01,GLI Insured 1160,P-200,,2
GLI9981848,CommAuto,Active,2022-01-05,2023-01-05,Wisconsin,7220,2231.29,GLI Insured 1161,,GLI-UW1,1
GLI6259401,WorkersComp,Expired,2021-04-17,2022-04-17,Indiana,7380,5664.77,GLI Insured 1162,P-200,,3
GLI2758380,WorkersComp,Expired,2022-12-09,2023-12-09,Illinois,8810,25920.78,GLI Insured 1163,P-200,GLI-UW2,5
GLI4822259,GenLiab,Active,2022-05-25,2023-05-25,Michigan,41677,5126.96,GLI Insured 1164,P-500,GLI-UW3,2
GLI6844222,GenLiab,Expired,2022-02-15,2023-02-15,Wisconsin,41677,6132.88,GLI Insured 1165,P-100,GLI-UW1,5
GLI4757489,CommAuto,Expired,2023-04-24,2024-04-23,Ohio,7230,4475.34,GLI Insured 1166,P-300,GLI-UW3,4
GLI8806211,GenLiab,Active,2022-04-21,2023-04-21,Wisconsin,91580,16287.42,GLI Insured 1167,P-500,GLI-UW1,1
GLI5515309,CommAuto,Expired,2021-04-05,2022-04-05,Illinois,7219,3098.95,GLI Insured 1168,P-200,,4
GLI1892572,GenLiab,Active,2022-01-23,2023-01-23,Michigan,58483,4872.98,GLI Insured 1169,P-500,GLI-UW3,2
GLI8721526,WorkersComp,Active,2021-09-03,2022-09-03,Illinois,7380,23316.83,GLI Insured 1170,P-500,GLI-UW2,5
GLI8346255,GenLiab,Expired,2022-09-04,2023-09-04,Indiana,41677,13778.31,GLI Insured 1171,P-300,,1
GLI9340506,CommAuto,Expired,2023-11-21,2024-11-20,Indiana,7220,1937.21,GLI Insured 1172,P-100,GLI-UW1,1
GLI8317957,CommAuto,Active,2021-11-11,2022-11-11,Indiana,7210,1030.37,GLI Insured 1173,,,1
GLI2084777,CommAuto,Cancelled,2021-09-12,2022-09-12,Wisconsin,7230,4003.64,GLI Insured 1174,P-400,GLI-UW3,1
GLI3874628,WorkersComp,Cancelled,2022-07-18,2023-07-18,Ohio,5183,14501.93,GLI Insured 1175,P-300,GLI-UW1,2
GLI1371031,GenLiab,Cancelled,2023-06-11,2024-06-10,Michigan,91580,6988.78,GLI Insured 1176,P-500,GLI-UW2,1
GLI8524049,WorkersComp,Active,2022-05-27,2023-05-27,Illinois,5191,4671.04,GLI Insured 1177,P-300,GLI-UW3,2
GLI1965457,WorkersComp,Cancelled,2022-07-09,2023-07-09,Illinois,8017,43370.65,GLI Insured 1178,P-300,GLI-UW3,2
GLI6831812,CommAuto,Cancelled,2023-09-28,2024-09-27,Indiana,7230,1904.5,GLI Insured 1179,P-500,GLI-UW2,1
GLI8996464,WorkersComp,Non-Renewed,2022-02-03,2023-02-03,Ohio,7380,2374.62,GLI Insured 1180,P-200,GLI-UW1,3
GLI3481016,WorkersComp,Non-Renewed,2022-02-19,2023-02-19,Illinois,9015,22903.35,GLI Insured 1181,P-500,GLI-UW1,1
GLI2069997,GenLiab,Active,2022-05-26,2023-05-26,Ohio,41677,3880.66,GLI Insured 1182,P-200,,1
GLI6946051,GenLiab,Active,2022-09-24,2023-09-24,Indiana,91580,21138.56,GLI Insured 1183,P-400,GLI-UW1,3
GLI2097443,CommAuto,Active,2021-10-06,2022-10-06,Wisconsin,7219,3378.92,GLI Insured 1184,P-300,,1
GLI5632027,GenLiab,Active,2021-03-07,2022-03-07,Indiana,58483,3981.9,GLI Insured 1185,P-100,GLI-UW1,2
GLI5228060,GenLiab,Cancelled,2022-07-03,2023-07-03,Illinois,91580,8081.29,GLI Insured 1186,P-100,GLI-UW2,1
GLI1462664,CommAuto,Expired,2022-11-22,2023-11-22,Ohio,7230,7320.99,GLI Insured 1187,P-300,GLI-UW1,5
GLI9234422,GenLiab,Expired,2023-08-09,2024-08-08,Indiana,97047,30590.44,GLI Insured 1188,P-400,,4
GLI8228128,WorkersComp,Active,2023-05-01,2024-04-30,Wisconsin,8742,17602.68,GLI Insured 1189,P-400,GLI-UW1,1
GLI3237355,GenLiab,Active,2023-08-31,2024-08-30,Ohio,41677,12795.67,GLI Insured 1190,P-500,GLI-UW2,3
GLI7647905,WorkersComp,Active,2022-05-12,2023-05-12,Illinois,8810,4812.39,GLI Insured 1191,P-200,GLI-UW3,1
GLI4610526,GenLiab,Expired,2022-06-19,2023-06-19,Ohio,97047,11697.24,GLI Insured 1192,P-500,GLI-UW3,1
GLI8585176,GenLiab,Expired,2021-09-22,2022-09-22,Illinois,41677,8959.58,GLI Insured 1193,P-100,GLI-UW3,2
GLI6198005,CommAuto,Cancelled,2021-08-15,2022-08-15,Indiana,7219,2678.49,GLI Insured 1194,P-200,,4
GLI6111364,CommAuto,Active,2023-06-15,2024-06-14,Michigan,7230,1536.24,GLI Insured 1195,P-100,,1
GLI6545427,GenLiab,Non-Renewed,2023-08-27,2024-08-26,Indiana,41677,2637.68,GLI Insured 1196,,GLI-UW3,3
GLI4901782,GenLiab,Active,2023-08-24,2024-08-23,Wisconsin,97047,3592.95,GLI Insured 1197,P-300,GLI-UW2,5
GLI9522069,WorkersComp,Expired,2022-01-02,2023-01-02,Ohio,8742,6802.51,GLI Insured 1198,P-200,GLI-UW2,2
GLI7830709,GenLiab,Active,2023-04-27,2024-04-26,Wisconsin,58483,9864.62,GLI Insured 1199,P-300,GLI-UW1,5
GLI3419829,WorkersComp,Active,2023-04-18,2024-04-17,Wisconsin,5183,19000.32,GLI Insured 1200,P-300,GLI-UW3,5
GLI6275739,GenLiab,Non-Renewed,2021-04-17,2022-04-17,Wisconsin,91580,22005.63,GLI Insured 1201,P-500,GLI-UW1,3
GLI1113671,WorkersComp,Cancelled,2022-09-08,2023-09-08,Indiana,5191,11894.19,GLI Insured 1202,P-300,GLI-UW3,2
GLI1888704,WorkersComp,Active,2022-04-25,2023-04-25,Michigan,7380,2191.21,GLI Insured 1203,P-300,GLI-UW2,3
GLI7012107,WorkersComp,Active,2023-12-02,2024-12-01,Michigan,8810,3601.83,GLI Insured 1204,,,5
GLI3007953,CommAuto,Active,2023-08-12,2024-08-11,Ohio,7220,3427.48,GLI Insured 1205,,GLI-UW1,3
GLI2191407,GenLiab,Active,2024-02-07,2025-02-06,Ohio,91580,12791.93,GLI Insured 1206,P-100,GLI-UW3,1
GLI2067513,WorkersComp,Expired,2023-01-31,2024-01-31,Illinois,8742,14178.67,GLI Insured 1207,P-400,GLI-UW2,4
GLI9888098,GenLiab,Expired,2022-12-20,2023-12-20,Michigan,58483,2959.43,GLI Insured 1208,P-200,,6
GLI7940926,GenLiab,Active,2021-04-12,2022-04-12,Illinois,58483,2228.52,GLI Insured 1209,P-400,GLI-UW1,2
GLI3704608,GenLiab,Active,2023-12-18,2024-12-17,Ohio,58483,3269.99,GLI Insured 1210,P-400,GLI-UW1,3
GLI4265164,CommAuto,Active,2024-01-04,2025-01-03,Ohio,7220,1692.6,GLI Insured 1211,P-200,GLI-UW2,2
GLI5174163,CommAuto,Active,2023-05-04,2024-05-03,Ohio,7219,3700.61,GLI Insured 1212,,GLI-UW2,1
GLI4008839,WorkersComp,Expired,2023-08-23,2024-08-22,Indiana,8742,12093.69,GLI Insured 1213,P-200,GLI-UW2,2
GLI4040670,WorkersComp,Non-Renewed,2022-04-25,2023-04-25,Michigan,5183,10575.72,GLI Insured 1214,P-400,,1
GLI1494719,GenLiab,Active,2023-04-03,2024-04-02,Wisconsin,97047,3714.11,GLI Insured 1215,P-500,GLI-UW1,3
GLI9304303,WorkersComp,Active,2021-12-21,2022-12-21,Wisconsin,5191,8311.19,GLI Insured 1216,P-100,GLI-UW2,3
GLI3004878,GenLiab,Active,2021-08-06,2022-08-06,Illinois,97047,1910.06,GLI Insured 1217,P-200,GLI-UW1,1
GLI6566514,WorkersComp,Active,2023-04-13,2024-04-12,Minnesota,5183,4371.23,GLI Insured 1218,P-100,GLI-UW1,1
GLI2494946,WorkersComp,Active,2022-02-08,2023-02-08,Michigan,8810,10720.81,GLI Insured 1219,P-500,,1
GLI2579766,WorkersComp,Cancelled,2023-06-06,2024-06-05,Minnesota,8810,61377.84,GLI Insured 1220,P-500,GLI-UW2,3
GLI7770534,GenLiab,Cancelled,2022-04-29,2023-04-29,Ohio,97047,15956.49,GLI Insured 1221,P-200,,1
GLI7500351,CommAuto,Active,2022-05-21,2023-05-21,Ohio,7219,,GLI Insured 1222,P-100,GLI-UW3,1
GLI7837960,WorkersComp,Active,2022-12-04,2023-12-04,Michigan,8017,17325.5,GLI Insured 1223,P-300,GLI-UW3,5
GLI7396996,CommAuto,Active,2023-02-22,2024-02-22,Illinois,7230,4549.47,GLI Insured 1224,P-400,GLI-UW2,2
GLI8959238,GenLiab,Active,2023-06-08,2024-06-07,Wisconsin,58483,6391.08,GLI Insured 1225,P-400,,3
GLI3323803,CommAuto,Expired,2022-09-13,2023-09-13,Michigan,7210,24017.56,GLI Insured 1226,P-300,GLI-UW2,2
GLI6759540,WorkersComp,Expired,2022-07-23,2023-07-23,Illinois,8017,5235.28,GLI Insured 1227,P-200,GLI-UW2,1
GLI4070056,WorkersComp,Active,2022-10-17,2023-10-17,Illinois,8810,13031.45,GLI Insured 1228,P-300,GLI-UW1,1
GLI2608319,GenLiab,Cancelled,2022-06-16,2023-06-16,Indiana,97047,10044.09,GLI Insured 1229,P-100,GLI-UW2,3
GLI6220992,CommAuto,Expired,2023-04-17,2024-04-16,Ohio,7219,2473.97,GLI Insured 1230,P-100,,2
GLI6958544,GenLiab,Active,2023-10-18,2024-10-17,Ohio,97047,1018.06,GLI Insured 1231,P-100,GLI-UW2,2
GLI3976461,CommAuto,Active,2021-04-19,2022-04-19,Illinois,7220,1586.77,GLI Insured 1232,P-400,GLI-UW3,3
GLI8220257,WorkersComp,Active,2022-07-13,2023-07-13,Minnesota,5183,,GLI Insured 1233,P-200,GLI-UW1,2
GLI5228095,CommAuto,Expired,2021-07-11,2022-07-11,Indiana,7210,7535.57,GLI Insured 1234,P-300,,1
GLI9383269,CommAuto,Expired,2023-09-13,2024-09-12,Indiana,7210,5876.87,GLI Insured 1235,P-400,GLI-UW1,4
GLI2522272,WorkersComp,Cancelled,2021-04-14,2022-04-14,Wisconsin,5183,13044.34,GLI Insured 1236,P-500,,2
GLI4096510,GenLiab,Cancelled,2023-05-06,2024-05-05,Indiana,41677,7097.32,GLI Insured 1237,P-300,,5
GLI5370558,CommAuto,Cancelled,2023-02-05,2024-02-05,Indiana,7219,2256.17,GLI Insured 1238,P-100,GLI-UW1,5
GLI7734840,CommAuto,Expired,2023-03-07,2024-03-06,Michigan,7219,3946.54,GLI Insured 1239,,GLI-UW3,1
GLI4365631,WorkersComp,Expired,2023-04-20,2024-04-19,Wisconsin,8017,14260.74,GLI Insured 1240,P-100,GLI-UW3,6
GLI4802391,WorkersComp,Expired,2021-04-11,2022-04-11,Ohio,8742,12382.83,GLI Insured 1241,P-200,GLI-UW2,4
GLI6892169,CommAuto,Active,2023-12-01,2024-11-30,Minnesota,7210,12677.3,GLI Insured 1242,,GLI-UW1,6
GLI2368490,CommAuto,Active,2023-08-11,2024-08-10,Ohio,7219,2677.05,GLI Insured 1243,P-400,GLI-UW3,3
GLI6699558,WorkersComp,Active,2023-08-30,2024-08-29,Illinois,8810,4878.66,GLI Insured 1244,P-400,GLI-UW2,5
GLI8578729,WorkersComp,Expired,2023-07-17,2024-07-16,Wisconsin,8742,4305.87,GLI Insured 1245,P-200,GLI-UW1,3
GLI2577526,CommAuto,Cancelled,2021-08-31,2022-08-31,Wisconsin,7219,594.1,GLI Insured 1246,P-100,GLI-UW1,4
GLI9789034,GenLiab,Active,2023-08-13,2024-08-12,Indiana,58483,8877.57,GLI Insured 1247,P-200,GLI-UW3,3
GLI5324626,WorkersComp,Expired,2022-08-05,2023-08-05,Ohio,5191,8133.97,GLI Insured 1248,P-300,GLI-UW1,5
GLI1342267,CommAuto,Active,2023-02-12,2024-02-12,Illinois,7210,3392.9,GLI Insured 1249,P-200,GLI-UW3,2
GLI2021747,WorkersComp,Cancelled,2022-06-12,2023-06-12,Minnesota,5183,3890.43,GLI Insured 1250,P-200,GLI-UW3,3
